timestamp,event_id,n_event,callback_id,node_id,value
2025-03-24 09:58:55.965522,enact,1,featured_cpu,public1,8
2025-03-24 09:58:55.965526,enact,1,featured_cpu,public2,2
2025-03-24 09:58:55.965528,enact,1,featured_cpu,private1,3
2025-03-24 09:58:55.965529,enact,1,featured_cpu,private2,2
2025-03-24 09:58:55.965530,enact,1,featured_cpu,private3,2
2025-03-24 09:58:55.965532,enact,1,featured_cpu,private4,2
2025-03-24 09:58:55.965533,enact,1,featured_cpu,private5,4
2025-03-24 09:58:55.965565,enact,1,featured_ram,public1,16
2025-03-24 09:58:55.965567,enact,1,featured_ram,public2,4
2025-03-24 09:58:55.965568,enact,1,featured_ram,private1,16
2025-03-24 09:58:55.965570,enact,1,featured_ram,private2,4
2025-03-24 09:58:55.965571,enact,1,featured_ram,private3,8
2025-03-24 09:58:55.965573,enact,1,featured_ram,private4,4
2025-03-24 09:58:55.965574,enact,1,featured_ram,private5,8
2025-03-24 09:58:55.965611,enact,1,featured_storage,public1,1024
2025-03-24 09:58:55.965613,enact,1,featured_storage,public2,250
2025-03-24 09:58:55.965615,enact,1,featured_storage,private1,512
2025-03-24 09:58:55.965616,enact,1,featured_storage,private2,50
2025-03-24 09:58:55.965618,enact,1,featured_storage,private3,250
2025-03-24 09:58:55.965619,enact,1,featured_storage,private4,50
2025-03-24 09:58:55.965621,enact,1,featured_storage,private5,600
2025-03-24 09:58:55.965664,enact,1,featured_gpu,public1,0
2025-03-24 09:58:55.965667,enact,1,featured_gpu,public2,0
2025-03-24 09:58:55.965669,enact,1,featured_gpu,private1,0
2025-03-24 09:58:55.965670,enact,1,featured_gpu,private2,0
2025-03-24 09:58:55.965671,enact,1,featured_gpu,private3,0
2025-03-24 09:58:55.965673,enact,1,featured_gpu,private4,0
2025-03-24 09:58:55.965674,enact,1,featured_gpu,private5,0
2025-03-24 09:58:55.979712,enact,2,featured_cpu,public1,8
2025-03-24 09:58:55.979715,enact,2,featured_cpu,public2,2
2025-03-24 09:58:55.979717,enact,2,featured_cpu,private1,3
2025-03-24 09:58:55.979718,enact,2,featured_cpu,private2,2
2025-03-24 09:58:55.979720,enact,2,featured_cpu,private3,2
2025-03-24 09:58:55.979721,enact,2,featured_cpu,private4,2
2025-03-24 09:58:55.979722,enact,2,featured_cpu,private5,4
2025-03-24 09:58:55.979766,enact,2,featured_ram,public1,16
2025-03-24 09:58:55.979770,enact,2,featured_ram,public2,4
2025-03-24 09:58:55.979772,enact,2,featured_ram,private1,16
2025-03-24 09:58:55.979773,enact,2,featured_ram,private2,4
2025-03-24 09:58:55.979775,enact,2,featured_ram,private3,8
2025-03-24 09:58:55.979776,enact,2,featured_ram,private4,4
2025-03-24 09:58:55.979777,enact,2,featured_ram,private5,8
2025-03-24 09:58:55.979833,enact,2,featured_storage,public1,1024
2025-03-24 09:58:55.979837,enact,2,featured_storage,public2,250
2025-03-24 09:58:55.979839,enact,2,featured_storage,private1,512
2025-03-24 09:58:55.979842,enact,2,featured_storage,private2,50
2025-03-24 09:58:55.979844,enact,2,featured_storage,private3,250
2025-03-24 09:58:55.979845,enact,2,featured_storage,private4,50
2025-03-24 09:58:55.979846,enact,2,featured_storage,private5,600
2025-03-24 09:58:55.979898,enact,2,featured_gpu,public1,0
2025-03-24 09:58:55.979901,enact,2,featured_gpu,public2,0
2025-03-24 09:58:55.979904,enact,2,featured_gpu,private1,0
2025-03-24 09:58:55.979905,enact,2,featured_gpu,private2,0
2025-03-24 09:58:55.979906,enact,2,featured_gpu,private3,0
2025-03-24 09:58:55.979908,enact,2,featured_gpu,private4,0
2025-03-24 09:58:55.979909,enact,2,featured_gpu,private5,0
2025-03-24 09:58:55.993218,enact,3,featured_cpu,public1,8
2025-03-24 09:58:55.993221,enact,3,featured_cpu,public2,2
2025-03-24 09:58:55.993223,enact,3,featured_cpu,private1,3
2025-03-24 09:58:55.993225,enact,3,featured_cpu,private2,2
2025-03-24 09:58:55.993226,enact,3,featured_cpu,private3,2
2025-03-24 09:58:55.993227,enact,3,featured_cpu,private4,2
2025-03-24 09:58:55.993229,enact,3,featured_cpu,private5,4
2025-03-24 09:58:55.993293,enact,3,featured_ram,public1,16
2025-03-24 09:58:55.993297,enact,3,featured_ram,public2,4
2025-03-24 09:58:55.993299,enact,3,featured_ram,private1,16
2025-03-24 09:58:55.993301,enact,3,featured_ram,private2,4
2025-03-24 09:58:55.993302,enact,3,featured_ram,private3,8
2025-03-24 09:58:55.993304,enact,3,featured_ram,private4,4
2025-03-24 09:58:55.993305,enact,3,featured_ram,private5,8
2025-03-24 09:58:55.993362,enact,3,featured_storage,public1,1024
2025-03-24 09:58:55.993367,enact,3,featured_storage,public2,250
2025-03-24 09:58:55.993369,enact,3,featured_storage,private1,512
2025-03-24 09:58:55.993371,enact,3,featured_storage,private2,50
2025-03-24 09:58:55.993372,enact,3,featured_storage,private3,250
2025-03-24 09:58:55.993374,enact,3,featured_storage,private4,50
2025-03-24 09:58:55.993375,enact,3,featured_storage,private5,600
2025-03-24 09:58:55.993405,enact,3,featured_gpu,public1,0
2025-03-24 09:58:55.993407,enact,3,featured_gpu,public2,0
2025-03-24 09:58:55.993408,enact,3,featured_gpu,private1,0
2025-03-24 09:58:55.993410,enact,3,featured_gpu,private2,0
2025-03-24 09:58:55.993411,enact,3,featured_gpu,private3,0
2025-03-24 09:58:55.993412,enact,3,featured_gpu,private4,0
2025-03-24 09:58:55.993414,enact,3,featured_gpu,private5,0
2025-03-24 09:58:56.006893,enact,4,featured_cpu,public1,8
2025-03-24 09:58:56.006900,enact,4,featured_cpu,public2,2
2025-03-24 09:58:56.006901,enact,4,featured_cpu,private1,3
2025-03-24 09:58:56.006903,enact,4,featured_cpu,private2,2
2025-03-24 09:58:56.006904,enact,4,featured_cpu,private3,2
2025-03-24 09:58:56.006905,enact,4,featured_cpu,private4,2
2025-03-24 09:58:56.006906,enact,4,featured_cpu,private5,4
2025-03-24 09:58:56.006948,enact,4,featured_ram,public1,16
2025-03-24 09:58:56.006951,enact,4,featured_ram,public2,4
2025-03-24 09:58:56.006953,enact,4,featured_ram,private1,16
2025-03-24 09:58:56.006954,enact,4,featured_ram,private2,4
2025-03-24 09:58:56.006956,enact,4,featured_ram,private3,8
2025-03-24 09:58:56.006957,enact,4,featured_ram,private4,4
2025-03-24 09:58:56.006958,enact,4,featured_ram,private5,8
2025-03-24 09:58:56.007011,enact,4,featured_storage,public1,1024
2025-03-24 09:58:56.007015,enact,4,featured_storage,public2,250
2025-03-24 09:58:56.007017,enact,4,featured_storage,private1,512
2025-03-24 09:58:56.007018,enact,4,featured_storage,private2,50
2025-03-24 09:58:56.007020,enact,4,featured_storage,private3,250
2025-03-24 09:58:56.007021,enact,4,featured_storage,private4,50
2025-03-24 09:58:56.007022,enact,4,featured_storage,private5,600
2025-03-24 09:58:56.007087,enact,4,featured_gpu,public1,0
2025-03-24 09:58:56.007090,enact,4,featured_gpu,public2,0
2025-03-24 09:58:56.007093,enact,4,featured_gpu,private1,0
2025-03-24 09:58:56.007095,enact,4,featured_gpu,private2,0
2025-03-24 09:58:56.007096,enact,4,featured_gpu,private3,0
2025-03-24 09:58:56.007098,enact,4,featured_gpu,private4,0
2025-03-24 09:58:56.007099,enact,4,featured_gpu,private5,0
2025-03-24 09:58:56.021880,enact,5,featured_cpu,public1,8
2025-03-24 09:58:56.021884,enact,5,featured_cpu,public2,2
2025-03-24 09:58:56.021885,enact,5,featured_cpu,private1,3
2025-03-24 09:58:56.021887,enact,5,featured_cpu,private2,2
2025-03-24 09:58:56.021888,enact,5,featured_cpu,private3,2
2025-03-24 09:58:56.021890,enact,5,featured_cpu,private4,2
2025-03-24 09:58:56.021891,enact,5,featured_cpu,private5,4
2025-03-24 09:58:56.021947,enact,5,featured_ram,public1,16
2025-03-24 09:58:56.021951,enact,5,featured_ram,public2,4
2025-03-24 09:58:56.021954,enact,5,featured_ram,private1,16
2025-03-24 09:58:56.021956,enact,5,featured_ram,private2,4
2025-03-24 09:58:56.021957,enact,5,featured_ram,private3,8
2025-03-24 09:58:56.021959,enact,5,featured_ram,private4,4
2025-03-24 09:58:56.021960,enact,5,featured_ram,private5,8
2025-03-24 09:58:56.022008,enact,5,featured_storage,public1,1024
2025-03-24 09:58:56.022012,enact,5,featured_storage,public2,250
2025-03-24 09:58:56.022014,enact,5,featured_storage,private1,512
2025-03-24 09:58:56.022016,enact,5,featured_storage,private2,50
2025-03-24 09:58:56.022017,enact,5,featured_storage,private3,250
2025-03-24 09:58:56.022019,enact,5,featured_storage,private4,50
2025-03-24 09:58:56.022020,enact,5,featured_storage,private5,600
2025-03-24 09:58:56.022050,enact,5,featured_gpu,public1,0
2025-03-24 09:58:56.022052,enact,5,featured_gpu,public2,0
2025-03-24 09:58:56.022054,enact,5,featured_gpu,private1,0
2025-03-24 09:58:56.022055,enact,5,featured_gpu,private2,0
2025-03-24 09:58:56.022056,enact,5,featured_gpu,private3,0
2025-03-24 09:58:56.022058,enact,5,featured_gpu,private4,0
2025-03-24 09:58:56.022059,enact,5,featured_gpu,private5,0
2025-03-24 09:58:56.035943,enact,6,featured_cpu,public1,8
2025-03-24 09:58:56.035946,enact,6,featured_cpu,public2,2
2025-03-24 09:58:56.035948,enact,6,featured_cpu,private1,3
2025-03-24 09:58:56.035950,enact,6,featured_cpu,private2,2
2025-03-24 09:58:56.035951,enact,6,featured_cpu,private3,2
2025-03-24 09:58:56.035952,enact,6,featured_cpu,private4,2
2025-03-24 09:58:56.035954,enact,6,featured_cpu,private5,4
2025-03-24 09:58:56.036000,enact,6,featured_ram,public1,16
2025-03-24 09:58:56.036004,enact,6,featured_ram,public2,4
2025-03-24 09:58:56.036006,enact,6,featured_ram,private1,16
2025-03-24 09:58:56.036008,enact,6,featured_ram,private2,4
2025-03-24 09:58:56.036009,enact,6,featured_ram,private3,8
2025-03-24 09:58:56.036011,enact,6,featured_ram,private4,4
2025-03-24 09:58:56.036012,enact,6,featured_ram,private5,8
2025-03-24 09:58:56.036092,enact,6,featured_storage,public1,1024
2025-03-24 09:58:56.036096,enact,6,featured_storage,public2,250
2025-03-24 09:58:56.036099,enact,6,featured_storage,private1,512
2025-03-24 09:58:56.036101,enact,6,featured_storage,private2,50
2025-03-24 09:58:56.036103,enact,6,featured_storage,private3,250
2025-03-24 09:58:56.036105,enact,6,featured_storage,private4,50
2025-03-24 09:58:56.036106,enact,6,featured_storage,private5,600
2025-03-24 09:58:56.036152,enact,6,featured_gpu,public1,0
2025-03-24 09:58:56.036155,enact,6,featured_gpu,public2,0
2025-03-24 09:58:56.036157,enact,6,featured_gpu,private1,0
2025-03-24 09:58:56.036159,enact,6,featured_gpu,private2,0
2025-03-24 09:58:56.036160,enact,6,featured_gpu,private3,0
2025-03-24 09:58:56.036162,enact,6,featured_gpu,private4,0
2025-03-24 09:58:56.036163,enact,6,featured_gpu,private5,0
2025-03-24 09:58:56.049903,enact,7,featured_cpu,public1,8
2025-03-24 09:58:56.049908,enact,7,featured_cpu,public2,2
2025-03-24 09:58:56.049910,enact,7,featured_cpu,private1,3
2025-03-24 09:58:56.049911,enact,7,featured_cpu,private2,2
2025-03-24 09:58:56.049913,enact,7,featured_cpu,private3,2
2025-03-24 09:58:56.049914,enact,7,featured_cpu,private4,2
2025-03-24 09:58:56.049915,enact,7,featured_cpu,private5,4
2025-03-24 09:58:56.049968,enact,7,featured_ram,public1,16
2025-03-24 09:58:56.049971,enact,7,featured_ram,public2,4
2025-03-24 09:58:56.049974,enact,7,featured_ram,private1,16
2025-03-24 09:58:56.049976,enact,7,featured_ram,private2,4
2025-03-24 09:58:56.049977,enact,7,featured_ram,private3,8
2025-03-24 09:58:56.049979,enact,7,featured_ram,private4,4
2025-03-24 09:58:56.049980,enact,7,featured_ram,private5,8
2025-03-24 09:58:56.050021,enact,7,featured_storage,public1,1024
2025-03-24 09:58:56.050025,enact,7,featured_storage,public2,250
2025-03-24 09:58:56.050027,enact,7,featured_storage,private1,512
2025-03-24 09:58:56.050028,enact,7,featured_storage,private2,50
2025-03-24 09:58:56.050030,enact,7,featured_storage,private3,250
2025-03-24 09:58:56.050031,enact,7,featured_storage,private4,50
2025-03-24 09:58:56.050032,enact,7,featured_storage,private5,600
2025-03-24 09:58:56.050063,enact,7,featured_gpu,public1,0
2025-03-24 09:58:56.050067,enact,7,featured_gpu,public2,0
2025-03-24 09:58:56.050069,enact,7,featured_gpu,private1,0
2025-03-24 09:58:56.050070,enact,7,featured_gpu,private2,0
2025-03-24 09:58:56.050072,enact,7,featured_gpu,private3,0
2025-03-24 09:58:56.050073,enact,7,featured_gpu,private4,0
2025-03-24 09:58:56.050074,enact,7,featured_gpu,private5,0
2025-03-24 09:58:56.063390,enact,8,featured_cpu,public1,8
2025-03-24 09:58:56.063393,enact,8,featured_cpu,public2,2
2025-03-24 09:58:56.063394,enact,8,featured_cpu,private1,3
2025-03-24 09:58:56.063396,enact,8,featured_cpu,private2,2
2025-03-24 09:58:56.063397,enact,8,featured_cpu,private3,2
2025-03-24 09:58:56.063399,enact,8,featured_cpu,private4,2
2025-03-24 09:58:56.063400,enact,8,featured_cpu,private5,4
2025-03-24 09:58:56.063447,enact,8,featured_ram,public1,16
2025-03-24 09:58:56.063450,enact,8,featured_ram,public2,4
2025-03-24 09:58:56.063452,enact,8,featured_ram,private1,16
2025-03-24 09:58:56.063453,enact,8,featured_ram,private2,4
2025-03-24 09:58:56.063455,enact,8,featured_ram,private3,8
2025-03-24 09:58:56.063456,enact,8,featured_ram,private4,4
2025-03-24 09:58:56.063457,enact,8,featured_ram,private5,8
2025-03-24 09:58:56.063508,enact,8,featured_storage,public1,1024
2025-03-24 09:58:56.063512,enact,8,featured_storage,public2,250
