timestamp,event_id,n_event,callback_id,application_id,service_id,value
2025-03-24 09:58:55.964961,enact,1,service_energy,Application,load_balancer,124.5
2025-03-24 09:58:55.964976,enact,1,service_energy,Application,frontend,99.0
2025-03-24 09:58:55.964980,enact,1,service_energy,Application,api,142.16666666666666
2025-03-24 09:58:55.964982,enact,1,service_energy,Application,identity_provider,147.33333333333334
2025-03-24 09:58:55.964984,enact,1,service_energy,Application,database,226.83333333333334
2025-03-24 09:58:55.964986,enact,1,service_energy,Application,redis,14.666666666666666
2025-03-24 09:58:55.964988,enact,1,service_energy,Application,etcd,7.5
2025-03-24 09:58:55.965086,enact,1,service_emissions,Application,load_balancer,50049.0
2025-03-24 09:58:55.965091,enact,1,service_emissions,Application,frontend,39798.0
2025-03-24 09:58:55.965093,enact,1,service_emissions,Application,api,49189.666666666664
2025-03-24 09:58:55.965095,enact,1,service_emissions,Application,identity_provider,91346.66666666667
2025-03-24 09:58:55.965097,enact,1,service_emissions,Application,database,65781.66666666667
2025-03-24 09:58:55.965100,enact,1,service_emissions,Application,redis,9093.333333333332
2025-03-24 09:58:55.965102,enact,1,service_emissions,Application,etcd,555.0
2025-03-24 09:58:55.965238,enact,1,required_cpu,Application,load_balancer,2
2025-03-24 09:58:55.965242,enact,1,required_cpu,Application,frontend,2
2025-03-24 09:58:55.965244,enact,1,required_cpu,Application,api,2
2025-03-24 09:58:55.965245,enact,1,required_cpu,Application,identity_provider,1
2025-03-24 09:58:55.965247,enact,1,required_cpu,Application,database,2
2025-03-24 09:58:55.965248,enact,1,required_cpu,Application,redis,1
2025-03-24 09:58:55.965249,enact,1,required_cpu,Application,etcd,1
2025-03-24 09:58:55.965288,enact,1,required_ram,Application,load_balancer,4
2025-03-24 09:58:55.965290,enact,1,required_ram,Application,frontend,4
2025-03-24 09:58:55.965292,enact,1,required_ram,Application,api,6
2025-03-24 09:58:55.965293,enact,1,required_ram,Application,identity_provider,4
2025-03-24 09:58:55.965294,enact,1,required_ram,Application,database,4
2025-03-24 09:58:55.965296,enact,1,required_ram,Application,redis,4
2025-03-24 09:58:55.965297,enact,1,required_ram,Application,etcd,4
2025-03-24 09:58:55.965345,enact,1,required_storage,Application,load_balancer,10
2025-03-24 09:58:55.965349,enact,1,required_storage,Application,frontend,20
2025-03-24 09:58:55.965351,enact,1,required_storage,Application,api,15
2025-03-24 09:58:55.965353,enact,1,required_storage,Application,identity_provider,10
2025-03-24 09:58:55.965355,enact,1,required_storage,Application,database,512
2025-03-24 09:58:55.965357,enact,1,required_storage,Application,redis,10
2025-03-24 09:58:55.965358,enact,1,required_storage,Application,etcd,10
2025-03-24 09:58:55.965410,enact,1,required_gpu,Application,load_balancer,0
2025-03-24 09:58:55.965413,enact,1,required_gpu,Application,frontend,0
2025-03-24 09:58:55.965415,enact,1,required_gpu,Application,api,0
2025-03-24 09:58:55.965416,enact,1,required_gpu,Application,identity_provider,0
2025-03-24 09:58:55.965418,enact,1,required_gpu,Application,database,0
2025-03-24 09:58:55.965419,enact,1,required_gpu,Application,redis,0
2025-03-24 09:58:55.965420,enact,1,required_gpu,Application,etcd,0
2025-03-24 09:58:55.965971,enact,1,placement,Application,load_balancer,public1
2025-03-24 09:58:55.965975,enact,1,placement,Application,frontend,public1
2025-03-24 09:58:55.965977,enact,1,placement,Application,api,private1
2025-03-24 09:58:55.965978,enact,1,placement,Application,identity_provider,private3
2025-03-24 09:58:55.965980,enact,1,placement,Application,database,private5
2025-03-24 09:58:55.965981,enact,1,placement,Application,redis,private3
2025-03-24 09:58:55.965987,enact,1,placement,Application,etcd,private2
2025-03-24 09:58:55.979148,enact,2,service_energy,Application,load_balancer,124.5
2025-03-24 09:58:55.979159,enact,2,service_energy,Application,frontend,99.0
2025-03-24 09:58:55.979162,enact,2,service_energy,Application,api,142.16666666666666
2025-03-24 09:58:55.979164,enact,2,service_energy,Application,identity_provider,147.33333333333334
2025-03-24 09:58:55.979166,enact,2,service_energy,Application,database,226.83333333333334
2025-03-24 09:58:55.979168,enact,2,service_energy,Application,redis,14.666666666666666
2025-03-24 09:58:55.979170,enact,2,service_energy,Application,etcd,7.5
2025-03-24 09:58:55.979247,enact,2,service_emissions,Application,load_balancer,50049.0
2025-03-24 09:58:55.979251,enact,2,service_emissions,Application,frontend,39798.0
2025-03-24 09:58:55.979253,enact,2,service_emissions,Application,api,49189.666666666664
2025-03-24 09:58:55.979255,enact,2,service_emissions,Application,identity_provider,91346.66666666667
2025-03-24 09:58:55.979257,enact,2,service_emissions,Application,database,65781.66666666667
2025-03-24 09:58:55.979259,enact,2,service_emissions,Application,redis,9093.333333333332
2025-03-24 09:58:55.979261,enact,2,service_emissions,Application,etcd,555.0
2025-03-24 09:58:55.979353,enact,2,required_cpu,Application,load_balancer,2
2025-03-24 09:58:55.979356,enact,2,required_cpu,Application,frontend,2
2025-03-24 09:58:55.979358,enact,2,required_cpu,Application,api,2
2025-03-24 09:58:55.979359,enact,2,required_cpu,Application,identity_provider,1
2025-03-24 09:58:55.979361,enact,2,required_cpu,Application,database,2
2025-03-24 09:58:55.979362,enact,2,required_cpu,Application,redis,1
2025-03-24 09:58:55.979363,enact,2,required_cpu,Application,etcd,1
2025-03-24 09:58:55.979435,enact,2,required_ram,Application,load_balancer,4
2025-03-24 09:58:55.979439,enact,2,required_ram,Application,frontend,4
2025-03-24 09:58:55.979440,enact,2,required_ram,Application,api,6
2025-03-24 09:58:55.979442,enact,2,required_ram,Application,identity_provider,4
